Submission ID,Respondent ID,Submitted at,Which city do you live in?,Age,Gender,Year of Study,Income Range per month (LKR),Do you prefer online shopping or in-store shopping?,How many times per month do you shop online?,Social Media,Untitled short answer field,Shopping Platforms,Untitled short answer field,How often do you shop for clothes each month?,How much money do you typically spend on clothes/clothes per month (Rs/LKR)?,Are you satisfied with the current price ranges for clothes in stores?,Are you happy with Sri Lanka's current fashion styles?,What do you do when you want to discard your old clothes?,How many pieces of clothing do you discard each year?,Do you have once or never worn clothing items in your wardrobe? ,How many once or never worn clothing items do you have?,How many functions do you have to attend per year?,How often do you re-wear a party-wear?,How much do you usually spend or willing to pay on a party wear?,How frequently do you post your photos with new party wear on social media?,How frequently do you post your photos with the same party wear (mentioned in above) on social media?,"Would you like to consider, [wearing a borrowed clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [wearing a rented clothing item (for special occasions, parties, etc.)?
]","Would you like to consider, [buying a used (but in good condition) clothing item for an affordable price (for special occasions, parties, etc.)?
]","Would you like to consider, [Do you think that there is a potential for disease transmission when wearing second-hand or previously used clothes?]","Would you like to consider, [If an app allows you to buy, rent, and resell clothes, would you like to use it?
]",What are your main drawbacks when using a second-hand clothing app? (Select all that apply),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Quality of Clothing),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Scams (Trust Issues)),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Price & Payment Methods),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Delivery Charges),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Self-Esteem),What are your main drawbacks when using a second-hand clothing app? (Select all that apply) (Other),Untitled short answer field,What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Party wear (dresses, sarees, lehengas, suits))","What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Casual wear (office wear, outdoor wear))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Home wear),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Sports wear),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Footwear (shoes, heels, sandals))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Accessories),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Bags & Luggage),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Books),"What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Electronic devices (phones, laptops, calculators etc.))",What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Household appliances),What other second-hand items are you interested in buying/renting/selling through an app? (Select all that apply) (Not interested in any Second-Hand items),If you see a celebrity wearing a dress and you have the chance to buy/rent it at an affordable price would you be interested?,"If you could post a picture of yourself wearing clothes on the app and someone wants to buy or rent it, would you be interested in selling or renting it?",What would make a second-hand clothing app most appealing to you?,Untitled short answer field,Do you have any additional comments or suggestions for a second-hand clothing app?
qMpBj9,VoOKla,2024-09-14 5:58:53,Kandy,22 - 25,Female,4th year,Not Employed,Online,Once or Twice,"Instagram, Facebook",,"AliExpress, Other",,Once or Twice,"2,000 - 4,000",3,4,Discard,10+,Yes,6+,1 - 5,Never,"5,000 - 10,000",Rarely,Never,No,No,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Sports wear, Home wear, Books, Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,No,No,Opportunity for extra income,,
WBgojN,6rEgRO,2024-09-14 5:59:39,Kandy,22 - 25,Female,2nd year,Not Employed,In-Store,Once or Twice,"Instagram, Facebook",,"AliExpress, Daraz",,Once or Twice,"Below 2,000",4,4,Donate,1 - 5,Yes,None,1 - 5,Once or Twice,"2,500 - 5,000",Always,Rarely,Yes,No,Yes,No,Yes,"Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Accessories",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
ZKgVQy,L5LeJ2,2024-09-14 6:00:46,Kandy,22 - 25,Female,2nd year,10K - 50K,In-Store,Once or Twice,Facebook,,Other,"Gflock,cherry.lk",Once or Twice,"2,000 - 4,000",3,4,Donate,1 - 5,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,No,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Home wear, Books, Electronic devices (phones, laptops, calculators etc.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,-
qMpB18,D06jMl,2024-09-14 6:04:24,Mawanella,25+,Male,3rd year,Not Employed,Online,Once or Twice,"Facebook, Telegram, WhatsApp",,"AliExpress, Daraz, eBay",,Never,"Below 2,000",1,3,Discard,1 - 5,No,None,1 - 5,Thrice or More,"Less than 2,500",Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Casual wear (office wear, outdoor wear)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Save money,,
G4g1Me,zW5kgM,2024-09-14 6:05:39,Kandy,22 - 25,Female,4th year,10K - 50K,In-Store,Once or Twice,Other,,AliExpress,,Once or Twice,"Below 2,000",2,2,Recycle,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Sometimes,Yes,No,Yes,No,Yes,"Scams (Trust Issues), Price & Payment Methods, Delivery Charges",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Sports wear, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
elpAbx,VoOKqM,2024-09-14 6:05:47,Matara ,22 - 25,Female,3rd year,Not Employed,In-Store,Once or Twice,"Facebook, Instagram, WhatsApp",,AliExpress,,Once or Twice,"4,000 - 6,000",3,4,Donate,6 - 10,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Books",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,
YvgO2N,r2MegR,2024-09-14 6:05:59,Kandy ,25+,Male,3rd year,10K - 50K,In-Store,Once or Twice,"Instagram, Facebook",,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",2,2,Donate,6 - 10,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Rarely,Yes,Yes,No,No,Yes,"Quality of Clothing, Price & Payment Methods, Scams (Trust Issues)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Books, Household appliances",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,"Yes, I would rent",Sustainability of the service,,
VAdlRM,2OGpyj,2024-09-14 6:07:06,Kandy ,25+,Female,4th year,Not Employed,In-Store,Once or Twice,Instagram,,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",3,3,Donate,10+,Yes,1 - 3,6 - 10,Thrice or More,"5,000 - 10,000",Sometimes,Rarely,No,Yes,Yes,No,Yes,"Quality of Clothing, Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Bags & Luggage, Accessories, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,No,Opportunity for extra income,,
QWX017,8j4XVO,2024-09-14 6:08:21,Ratnapura ,22 - 25,Female,3rd year,Not Employed,In-Store,Never,Facebook,,Daraz,,Once or Twice,"Below 2,000",2,4,Discard,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Rarely,Yes,Yes,Yes,No,Yes,"Quality of Clothing, Price & Payment Methods, Delivery Charges, Self-Esteem, Scams (Trust Issues)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,Save money,,
byDOjg,jGAj4E,2024-09-14 6:09:10,Kandy ,22 - 25,Female,3rd year,Not Employed,In-Store,Once or Twice,Facebook,,Other,,Once or Twice,"Below 2,000",1,3,Discard,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"Less than 2,500",Sometimes,Sometimes,No,No,No,No,No,"Quality of Clothing, Delivery Charges, Self-Esteem",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Bags & Luggage, Books, Household appliances",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yes, I would buy","Yes, I would rent",Opportunity for extra income,,
DPYepq,74ry0A,2024-09-14 6:09:19,Kandy,22 - 25,Female,2nd year,Not Employed,In-Store,Once or Twice,"Facebook, WhatsApp",,"AliExpress, Daraz",,Never,"2,000 - 4,000",1,3,Recycle,None,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Rarely,Yes,No,No,Yes,Yes,"Quality of Clothing, Price & Payment Methods, Delivery Charges",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Accessories",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,"Yes, I would rent",Opportunity for extra income,,
p1MVOb,M8pWpX,2024-09-14 6:10:03,Kandy ,22 - 25,Female,3rd year,Not Employed,In-Store,Once or Twice,Facebook,,"Other, AliExpress",,Once or Twice,"2,000 - 4,000",2,2,Donate,6 - 10,No,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Sometimes,Sometimes,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Price & Payment Methods, Delivery Charges, Scams (Trust Issues)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,
p1MVPy,GYAZ8z,2024-09-14 6:12:59,Kandy,18 -21,Female,1st year,Not Employed,In-Store,Never,Instagram,,"Other, AliExpress",,Once or Twice,"6,000 - 8,000",3,3,Discard,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Never,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Accessories, Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Party wear (dresses, sarees, lehengas, suits)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would rent","Yes, I would sell",Save money,,
r1pEk2,2OG28M,2024-09-14 6:14:46,Kandy,25+,Female,4th year,Not Employed,In-Store,Once or Twice,Facebook,,"Daraz, AliExpress",,Once or Twice,"2,000 - 4,000",1,1,Donate,1 - 5,Yes,4-6,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Never,Yes,No,No,Yes,No,"Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Quality of Clothing",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Books, Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
jYpxzJ,kOBLbZ,2024-09-14 6:15:23,Kandy,18 -21,Male,1st year,10K - 50K,Online,Once or Twice,"WhatsApp, Instagram",,"Daraz, AliExpress",,Once or Twice,"Below 2,000",2,1,Recycle,1 - 5,Yes,1 - 3,1 - 5,Never,"5,000 - 10,000",Sometimes,Never,No,No,No,No,No,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Delivery Charges, Self-Esteem",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Books, Electronic devices (phones, laptops, calculators etc.), Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Yes, I would buy","Yes, I would rent",Sustainability of the service,,"When talking about second hand clothing, often I do thrift shopping but most of the times I won't use them directly, I'm mostly using them for make costumes for dramas and stuff, I feel strange wearing a thrifted clothes for a special occasion of mine, because it is special for me I want my clothes to be special. If it's not that special it's okay, Rather than throwing away my old clothes, specially party wear, I would re customise/re fashion them myself for wear again. I would suggest you to start a re customising/re fashion, modifying service for old clothes before selling back to others or to person it gave in the first place."
zoOeAq,VoOrzy,2024-09-14 6:17:50,Gampola ,25+,Female,4th year,50K - 100K,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"2,000 - 4,000",2,4,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"5,000 - 10,000",Sometimes,Never,Yes,No,No,No,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Bags & Luggage, Books",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,"Yes, I would sell",Opportunity for extra income,,
v1p2aQ,K8KX1V,2024-09-14 6:18:01,Kandy,25+,Female,4th year,50K - 100K,In-Store,Once or Twice,Facebook,,"Daraz, AliExpress",,Once or Twice,"2,000 - 4,000",4,4,Discard,6 - 10,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Never,Yes,Yes,Yes,No,Yes,"Scams (Trust Issues), Delivery Charges",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No,No,Save money,,No
9yalAG,92jeQV,2024-09-14 6:18:21,Borella,22 - 25,Female,3rd year,Not Employed,In-Store,Never,Instagram,,Shein,,Once or Twice,"2,000 - 4,000",2,1,Donate,6 - 10,Yes,6+,6 - 10,Thrice or More,"5,000 - 10,000",Sometimes,Rarely,No,Yes,No,Yes,Yes,"Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Books, Not interested in any Second-Hand items",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,"Yes, I would sell",Opportunity for extra income,,
QWXdoY,92je6G,2024-09-14 6:22:31,Kandy,22 - 25,Female,4th year,10K - 50K,In-Store,Once or Twice,Facebook,,AliExpress,,Once or Twice,"4,000 - 6,000",3,3,Donate,None,Yes,1 - 3,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Sometimes,No,Yes,No,Yes,No,"Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Home wear, Accessories, Books, Household appliances",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,Sustainability of the service,,
RagRx4,O8MRjK,2024-09-14 6:22:46,Tangalle,22 - 25,Male,3rd year,Below 10K,In-Store,Once or Twice,Facebook,,Daraz,,Once or Twice,"2,000 - 4,000",2,3,Recycle,1 - 5,No,None,1 - 5,Once or Twice,"2,500 - 5,000",Rarely,Never,No,Yes,No,Yes,Yes,"Price & Payment Methods, Delivery Charges",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Bags & Luggage, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No,"Yes, I would rent",Save money,,
LNgXpv,WlV4jQ,2024-09-14 6:24:27,Kandy,25+,Male,4th year,Not Employed,In-Store,Never,Facebook,,Daraz,,Never,"4,000 - 6,000",3,2,Donate,1 - 5,Yes,1 - 3,10+,Thrice or More,"2,500 - 5,000",Rarely,Sometimes,No,Yes,No,No,Yes,"Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Electronic devices (phones, laptops, calculators etc.), Books, Household appliances",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No,No,Sustainability of the service,,
G4gLzp,Q8lGkl,2024-09-14 6:24:58,Matale,25+,Female,4th year,Not Employed,Online,Once or Twice,"Other, Instagram, Facebook",,"AliExpress, Daraz, Other",,Once or Twice,"4,000 - 6,000",3,2,Donate,10+,Yes,6+,1 - 5,Never,"5,000 - 10,000",Rarely,Never,No,No,No,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Books",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Sustainability of the service,,
jYpL96,5EPN5N,2024-09-14 6:27:22,Nittambuwa,22 - 25,Female,2nd year,Not Employed,In-Store,Never,Facebook,,AliExpress,,Once or Twice,"Below 2,000",2,3,Recycle,1 - 5,Yes,1 - 3,6 - 10,Once or Twice,"Less than 2,500",Sometimes,Rarely,Yes,Yes,No,Yes,Yes,"Delivery Charges, Price & Payment Methods, Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Sports wear, Footwear (shoes, heels, sandals), Bags & Luggage, Electronic devices (phones, laptops, calculators etc.), Books",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Save money,,
agy0Zy,74rQg0,2024-09-14 6:28:03,Kandy,18 -21,Female,1st year,Not Employed,In-Store,Thrice or More,Instagram,,"Shein, Daraz",,Once or Twice,"2,000 - 4,000",2,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"10,000+",Sometimes,Rarely,Yes,No,Yes,Yes,Yes,"Price & Payment Methods, Self-Esteem",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yes, I would buy","Yes, I would sell",Save money,,
o1povN,dQe7GK,2024-09-14 6:29:32,Badulla,22 - 25,Male,3rd year,10K - 50K,In-Store,Never,Facebook,,AliExpress,,Never,"Below 2,000",2,3,Discard,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"2,500 - 5,000",Rarely,Always,Yes,Yes,No,Yes,No,"Quality of Clothing, Scams (Trust Issues), Self-Esteem",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Footwear (shoes, heels, sandals), Bags & Luggage, Books, Electronic devices (phones, laptops, calculators etc.), Household appliances, Accessories",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No,"Yes, I would sell",Sustainability of the service,,
elpLzQ,jGAK44,2024-09-14 6:29:36,Kandy,22 - 25,Female,4th year,50K - 100K,In-Store,Never,Instagram,,Other,,Once or Twice,"2,000 - 4,000",3,3,Donate,None,Yes,1 - 3,1 - 5,Never,"5,000 - 10,000",Rarely,Never,Yes,Yes,No,Yes,Yes,"Quality of Clothing, Self-Esteem",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Casual wear (office wear, outdoor wear), Home wear, Books, Household appliances",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Yes, I would buy","Yes, I would sell",Opportunity for extra income,,
7zeoz0,WlV4Wj,2024-09-14 6:31:36,Kandy,25+,Male,4th year,Not Employed,Online,Once or Twice,"Other, Facebook, WhatsApp",,"AliExpress, Daraz",,Never,"4,000 - 6,000",2,3,Donate,None,No,1 - 3,1 - 5,Once or Twice,"Less than 2,500",Never,Never,Yes,Yes,Yes,Yes,Yes,"Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Casual wear (office wear, outdoor wear), Sports wear",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,Sustainability of the service,,
p1MGYJ,6rEqoB,2024-09-14 6:33:04,Kandy,22 - 25,Female,1st year,10K - 50K,In-Store,Once or Twice,Other,,AliExpress,,Once or Twice,"2,000 - 4,000",4,3,Donate,1 - 5,No,None,1 - 5,Once or Twice,"2,500 - 5,000",Sometimes,Never,Yes,No,No,No,Yes,"Price & Payment Methods, Self-Esteem, Delivery Charges, Scams (Trust Issues), Quality of Clothing",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,"Party wear (dresses, sarees, lehengas, suits), Not interested in any Second-Hand items",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,No,Save money,,No
g1pLKN,ye5LPp,2024-09-14 6:35:18,Teldeniya,22 - 25,Male,4th year,Below 10K,In-Store,Never,"Facebook, Instagram",,Shein,,Once or Twice,"Below 2,000",2,3,Donate,1 - 5,Yes,1 - 3,1 - 5,Thrice or More,"Less than 2,500",Rarely,Sometimes,Yes,Yes,Yes,No,Yes,"Delivery Charges, Quality of Clothing, Price & Payment Methods",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,"Accessories, Bags & Luggage",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Functionality,,
O9gYDA,jGANb9,2024-09-14 6:36:39,Kandy,22 - 25,Female,4th year,Not Employed,In-Store,Thrice or More,"Other, Facebook",,AliExpress,,Once or Twice,"2,000 - 4,000",3,3,Donate,6 - 10,Yes,6+,1 - 5,Never,"5,000 - 10,000",Sometimes,Never,No,No,No,Yes,No,"Delivery Charges, Quality of Clothing, Scams (Trust Issues)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,No,Functionality,,
O9gYQA,K8Kb5z,2024-09-14 6:37:03,Kandy,22 - 25,Female,2nd year,10K - 50K,In-Store,Thrice or More,Facebook,,Daraz,,Once or Twice,"4,000 - 6,000",2,4,Donate,1 - 5,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Never,No,Yes,Yes,No,Yes,Price & Payment Methods,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Books,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes, I would buy","Yes, I would rent",Save money,,
4yqvBd,E879l2,2024-09-14 6:37:47,Kandy,25+,Female,4th year,50K - 100K,In-Store,Once or Twice,"Facebook, Instagram",,"AliExpress, Daraz",,Once or Twice,"2,000 - 4,000",2,3,Donate,1 - 5,Yes,1 - 3,6 - 10,Once or Twice,"2,500 - 5,000",Always,Always,Yes,No,No,Yes,No,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Books, Accessories",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,Opportunity for extra income,,
x1oyMk,lVkQ6X,2024-09-14 6:38:12,Kandy ,22 - 25,Female,3rd year,Not Employed,In-Store,Once or Twice,Instagram,,AliExpress,,Never,"Below 2,000",1,3,Donate,1 - 5,No,None,1 - 5,Once or Twice,"5,000 - 10,000",Rarely,Never,No,Yes,Yes,No,Yes,"Quality of Clothing, Scams (Trust Issues), Price & Payment Methods, Self-Esteem",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,"Footwear (shoes, heels, sandals), Bags & Luggage",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes, I would rent","Yes, I would rent",Save money,,
JxgDlX,e9W4RQ,2024-09-14 6:38:29,Kandy,25+,Female,4th year,Not Employed,In-Store,Never,Instagram,,Other,,Once or Twice,"4,000 - 6,000",3,3,Donate,1 - 5,Yes,4-6,1 - 5,Once or Twice,"5,000 - 10,000",Sometimes,Rarely,Yes,No,No,Yes,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,No,Functionality,,
QWXYDX,O8MvAY,2024-09-14 6:39:50,Kandy,22 - 25,Female,3rd year,50K - 100K,Online,Thrice or More,Facebook,,Daraz,,Thrice or More,"6,000 - 8,000",3,4,Donate,1 - 5,Yes,1 - 3,1 - 5,Once or Twice,"10,000+",Sometimes,Rarely,No,No,No,No,No,Quality of Clothing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Not interested in any Second-Hand items,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Yes, I would buy","Yes, I would sell",Functionality,,Do not like to use second hand clothing app
